PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
696,0,3,Mr. Passenger 695,male,,0,0,TCK100695,11.73,,S
697,0,3,Mr. Passenger 696,male,16.5,1,0,TCK100696,12.9,,C
698,1,3,Mr. Passenger 697,male,16.2,0,1,TCK100697,4.76,,S
699,0,3,Mr. Passenger 698,male,32.6,2,0,TCK100698,6.96,,S
700,1,2,Mr. Passenger 699,male,41.9,0,0,TCK100699,11.03,D16,S
701,0,2,Mr. Passenger 700,male,27.3,0,0,TCK100700,26.11,,S
702,1,2,Mrs. Passenger 701,female,29.9,0,0,TCK100701,21.96,D20,C
703,0,1,Mr. Passenger 702,male,36.4,1,0,TCK100702,104.53,,S
704,0,3,Mrs. Passenger 703,female,,3,0,TCK100703,4.0,,S
705,1,2,Miss. Passenger 704,female,38.6,0,2,TCK100704,8.13,D38,S
706,0,3,Mr. Passenger 705,male,39.7,1,0,TCK100705,16.45,,S
707,0,3,Mr. Passenger 706,male,,2,2,TCK100706,4.0,,S
708,1,3,Mrs. Passenger 707,female,24.1,0,0,TCK100707,19.37,,S
709,0,2,Mr. Passenger 708,male,23.0,0,3,TCK100708,5.41,,S
710,1,3,Miss. Passenger 709,female,39.0,1,0,TCK100709,17.39,,S
711,1,3,Mr. Passenger 710,male,39.6,0,0,TCK100710,8.38,,S
712,1,3,Miss. Passenger 711,female,,0,0,TCK100711,18.45,,S
713,1,3,Mrs. Passenger 712,female,23.8,1,0,TCK100712,29.68,,S
714,0,3,Mr. Passenger 713,male,36.0,0,0,TCK100713,4.0,,S
715,0,3,Mr. Passenger 714,male,18.2,1,1,TCK100714,16.62,,C
716,1,1,Mrs. Passenger 715,female,23.7,1,0,TCK100715,23.25,,S
717,0,3,Mr. Passenger 716,male,30.2,1,0,TCK100716,15.22,,S
718,0,1,Mr. Passenger 717,male,,0,0,TCK100717,77.05,,C
719,0,3,Mr. Passenger 718,male,21.1,0,0,TCK100718,13.67,,S
720,1,3,Mr. Passenger 719,male,,0,0,TCK100719,8.26,,S
721,1,3,Mrs. Passenger 720,female,4.1,0,0,TCK100720,17.06,,S
722,1,2,Mrs. Passenger 721,female,12.6,0,0,TCK100721,8.41,,S
723,1,1,Mr. Passenger 722,male,11.9,0,3,TCK100722,125.72,,S
724,0,3,Miss. Passenger 723,female,27.0,0,0,TCK100723,10.87,,C
725,1,1,Mr. Passenger 724,male,13.5,0,0,TCK100724,36.87,,Q
726,1,1,Mr. Passenger 725,male,19.9,0,0,TCK100725,137.59,C146,S
727,0,2,Mr. Passenger 726,male,18.9,0,0,TCK100726,19.46,D100,S
728,1,1,Mrs. Passenger 727,female,23.3,0,0,TCK100727,148.1,,C
729,0,3,Mr. Passenger 728,male,46.2,1,2,TCK100728,19.35,,S
730,1,3,Mr. Passenger 729,male,,0,0,TCK100729,8.85,,S
731,1,2,Mr. Passenger 730,male,29.2,1,0,TCK100730,19.32,D45,S
732,1,1,Mrs. Passenger 731,female,23.0,1,1,TCK100731,88.07,C4,S
733,1,1,Mr. Passenger 732,male,23.4,0,0,TCK100732,135.28,,S
734,0,2,Mr. Passenger 733,male,,0,1,TCK100733,23.5,D45,S
735,1,1,Mrs. Passenger 734,female,36.6,0,0,TCK100734,89.92,C132,S
736,0,3,Mr. Passenger 735,male,17.2,0,0,TCK100735,11.96,,S
737,1,1,Mr. Passenger 736,male,,0,2,TCK100736,82.3,,Q
738,0,2,Mr. Passenger 737,male,2.6,0,1,TCK100737,30.44,,S
739,0,2,Mr. Passenger 738,male,31.8,1,1,TCK100738,20.03,,S
740,1,2,Mr. Passenger 739,male,,2,0,TCK100739,16.84,,S
741,1,1,Miss. Passenger 740,female,25.4,1,1,TCK100740,65.03,C137,S
742,1,1,Mr. Passenger 741,male,52.6,0,0,TCK100741,65.39,,Q
743,0,3,Mrs. Passenger 742,female,17.5,0,0,TCK100742,5.71,,Q
744,0,1,Miss. Passenger 743,female,31.8,3,0,TCK100743,58.79,C20,S
745,0,3,Mr. Passenger 744,male,28.5,0,0,TCK100744,20.79,,S
746,0,3,Mr. Passenger 745,male,27.7,0,0,TCK100745,11.93,,S
747,1,2,Mrs. Passenger 746,female,27.5,0,0,TCK100746,25.64,D136,S
748,0,2,Mr. Passenger 747,male,30.4,0,0,TCK100747,4.0,D20,S
749,1,3,Mrs. Passenger 748,female,40.0,0,1,TCK100748,15.96,,S
750,1,3,Mrs. Passenger 749,female,46.9,0,2,TCK100749,12.16,,S
751,0,2,Mr. Passenger 750,male,29.0,0,0,TCK100750,16.15,,S
752,0,2,Mr. Passenger 751,male,39.6,0,2,TCK100751,21.45,,S
753,1,2,Mr. Passenger 752,male,19.9,0,0,TCK100752,16.03,,S
754,0,3,Mr. Passenger 753,male,39.0,0,0,TCK100753,4.0,,S
755,1,3,Mr. Passenger 754,male,19.1,0,1,TCK100754,17.8,,S
756,1,1,Mr. Passenger 755,male,43.2,1,0,TCK100755,92.17,C142,S
757,1,2,Mrs. Passenger 756,female,57.7,0,0,TCK100756,17.49,D98,S
758,1,3,Mrs. Passenger 757,female,,0,0,TCK100757,7.98,,S
759,1,1,Miss. Passenger 758,female,0.5,1,0,TCK100758,34.61,,S
760,0,3,Mr. Passenger 759,male,21.9,0,1,TCK100759,14.16,,C
761,0,3,Mr. Passenger 760,male,45.0,1,0,TCK100760,21.39,,Q
762,0,1,Mr. Passenger 761,male,36.2,1,0,TCK100761,90.83,,S
763,0,1,Mr. Passenger 762,male,32.2,0,0,TCK100762,37.54,,S
764,1,1,Mrs. Passenger 763,female,42.1,0,0,TCK100763,91.56,C5,S
765,1,3,Mr. Passenger 764,male,35.3,0,0,TCK100764,12.72,,S
766,1,1,Mr. Passenger 765,male,,4,2,TCK100765,113.03,,S
767,0,1,Mrs. Passenger 766,female,41.0,1,1,TCK100766,104.39,C62,S
768,0,1,Mr. Passenger 767,male,,2,1,TCK100767,4.0,,S
769,1,1,Mr. Passenger 768,male,,1,0,TCK100768,102.32,,S
770,0,3,Mr. Passenger 769,male,,0,1,TCK100769,7.78,,S
771,0,2,Mr. Passenger 770,male,25.0,1,0,TCK100770,8.63,D83,S
772,1,3,Mrs. Passenger 771,female,21.2,0,0,TCK100771,12.02,,S
773,0,3,Mr. Passenger 772,male,51.2,1,0,TCK100772,15.14,,S
774,1,3,Miss. Passenger 773,female,,0,0,TCK100773,4.47,,S
775,1,1,Mrs. Passenger 774,female,39.5,0,2,TCK100774,107.67,C49,S
776,1,3,Mrs. Passenger 775,female,30.6,1,0,TCK100775,16.97,,S
777,1,3,Mr. Passenger 776,male,21.4,1,2,TCK100776,13.24,,S
778,1,1,Mr. Passenger 777,male,29.1,0,0,TCK100777,54.85,,S
779,0,3,Mrs. Passenger 778,female,47.7,0,0,TCK100778,7.91,,C
780,1,3,Mr. Passenger 779,male,,0,0,TCK100779,18.33,,S
781,1,2,Mr. Passenger 780,male,6.8,2,0,TCK100780,7.91,D66,S
782,1,3,Miss. Passenger 781,female,26.2,0,0,TCK100781,18.54,,S
783,1,3,Mr. Passenger 782,male,52.2,0,0,TCK100782,12.14,,C
784,1,3,Miss. Passenger 783,female,26.2,0,3,TCK100783,12.5,,C
785,1,3,Mrs. Passenger 784,female,,0,0,TCK100784,4.12,,C
786,1,2,Miss. Passenger 785,female,,0,0,TCK100785,18.83,D4,S
787,0,3,Mr. Passenger 786,male,37.9,0,0,TCK100786,16.19,,S
788,1,2,Mrs. Passenger 787,female,28.1,1,0,TCK100787,9.31,D121,S
789,0,3,Mr. Passenger 788,male,24.2,1,0,TCK100788,15.59,,S
790,0,3,Miss. Passenger 789,female,43.1,2,0,TCK100789,13.46,,S
791,1,1,Mrs. Passenger 790,female,,0,0,TCK100790,62.37,C99,S
792,1,2,Miss. Passenger 791,female,43.9,0,0,TCK100791,26.84,D45,S
793,0,2,Mr. Passenger 792,male,36.0,1,0,TCK100792,4.0,,C
794,1,1,Mr. Passenger 793,male,32.2,1,0,TCK100793,95.65,,S
795,1,1,Mr. Passenger 794,male,30.9,0,0,TCK100794,138.41,C16,S
796,0,2,Mr. Passenger 795,male,26.7,1,0,TCK100795,31.52,,S
797,0,1,Mr. Passenger 796,male,,1,0,TCK100796,97.1,,C
798,1,1,Mr. Passenger 797,male,17.8,0,0,TCK100797,73.86,C147,
799,1,3,Mr. Passenger 798,male,7.9,1,2,TCK100798,9.69,,S
800,0,3,Miss. Passenger 799,female,37.0,0,0,TCK100799,11.42,,Q
801,1,3,Mrs. Passenger 800,female,,0,0,TCK100800,15.83,,C
802,0,2,Mr. Passenger 801,male,35.2,0,0,TCK100801,13.54,D103,C
803,0,3,Miss. Passenger 802,female,34.3,0,0,TCK100802,16.94,,C
804,0,3,Miss. Passenger 803,female,,1,0,TCK100803,24.09,,S
805,0,1,Mr. Passenger 804,male,39.2,0,1,TCK100804,81.92,,C
806,1,1,Mr. Passenger 805,male,28.4,0,2,TCK100805,38.83,,S
807,1,3,Miss. Passenger 806,female,22.7,1,0,TCK100806,6.01,,S
808,1,1,Miss. Passenger 807,female,24.9,1,0,TCK100807,110.09,C117,S
809,0,3,Mrs. Passenger 808,female,55.3,1,0,TCK100808,12.69,,C
810,1,3,Miss. Passenger 809,female,6.4,0,0,TCK100809,17.56,,Q
811,1,1,Miss. Passenger 810,female,35.5,1,0,TCK100810,66.07,C9,S
812,1,1,Mr. Passenger 811,male,,0,1,TCK100811,111.91,C111,Q
813,0,3,Mr. Passenger 812,male,27.6,0,0,TCK100812,12.18,,S
814,0,3,Mr. Passenger 813,male,23.4,0,0,TCK100813,9.19,,S
815,1,1,Mrs. Passenger 814,female,1.9,0,0,TCK100814,70.53,,S
816,0,3,Mr. Passenger 815,male,34.1,1,0,TCK100815,6.78,,C
817,0,3,Mr. Passenger 816,male,24.1,0,0,TCK100816,23.34,,S
818,1,3,Mrs. Passenger 817,female,1.7,0,0,TCK100817,12.5,,S
819,0,3,Mr. Passenger 818,male,39.9,1,0,TCK100818,16.35,,S
820,1,2,Mrs. Passenger 819,female,47.7,1,1,TCK100819,15.71,,S
821,1,1,Mr. Passenger 820,male,48.4,0,1,TCK100820,48.66,C51,S
822,1,3,Miss. Passenger 821,female,33.7,2,0,TCK100821,11.78,,C
823,1,2,Mrs. Passenger 822,female,29.6,1,0,TCK100822,28.81,D44,S
824,0,3,Mr. Passenger 823,male,,3,0,TCK100823,10.29,,C
825,1,3,Mrs. Passenger 824,female,50.9,3,0,TCK100824,8.47,,S
826,1,1,Mr. Passenger 825,male,43.7,2,0,TCK100825,89.22,C142,Q
827,0,3,Mr. Passenger 826,male,16.8,1,2,TCK100826,15.59,,S
828,1,1,Miss. Passenger 827,female,31.6,0,0,TCK100827,139.2,,S
829,1,3,Mrs. Passenger 828,female,,0,1,TCK100828,14.84,,S
830,1,2,Mr. Passenger 829,male,,0,0,TCK100829,25.15,D126,S
831,0,3,Mr. Passenger 830,male,35.1,1,0,TCK100830,16.74,,S
832,1,3,Mrs. Passenger 831,female,,0,0,TCK100831,7.0,,C
833,0,2,Mr. Passenger 832,male,37.3,1,0,TCK100832,12.29,,S
834,0,3,Mr. Passenger 833,male,,0,0,TCK100833,7.36,,S
835,0,3,Mr. Passenger 834,male,31.4,0,0,TCK100834,6.07,,S
836,0,3,Mr. Passenger 835,male,28.0,0,1,TCK100835,17.14,,Q
837,0,3,Mrs. Passenger 836,female,34.0,0,0,TCK100836,14.51,,S
838,0,3,Mr. Passenger 837,male,,0,0,TCK100837,13.41,,S
839,1,2,Mr. Passenger 838,male,16.5,0,0,TCK100838,4.0,,S
840,1,3,Mrs. Passenger 839,female,45.5,1,0,TCK100839,23.69,,S
841,1,1,Mr. Passenger 840,male,46.8,0,0,TCK100840,53.95,,S
842,1,3,Miss. Passenger 841,female,16.1,0,0,TCK100841,23.67,,S
843,0,3,Mr. Passenger 842,male,,0,0,TCK100842,5.46,,S
844,1,2,Mrs. Passenger 843,female,27.9,0,0,TCK100843,13.5,,S
845,1,1,Mrs. Passenger 844,female,33.4,0,0,TCK100844,9.98,C81,S
846,0,3,Miss. Passenger 845,female,35.0,1,0,TCK100845,14.88,,S
847,1,2,Mr. Passenger 846,male,,1,0,TCK100846,11.19,,Q
848,0,3,Mr. Passenger 847,male,30.1,0,0,TCK100847,7.42,,S
849,1,1,Miss. Passenger 848,female,47.3,0,0,TCK100848,37.88,C135,S
850,0,3,Mr. Passenger 849,male,,0,0,TCK100849,17.04,,S
851,0,1,Mr. Passenger 850,male,37.1,0,0,TCK100850,107.91,,S
852,1,1,Mr. Passenger 851,male,18.2,1,2,TCK100851,144.88,C140,C
853,1,3,Miss. Passenger 852,female,,0,1,TCK100852,9.43,,S
854,1,3,Mrs. Passenger 853,female,35.1,1,0,TCK100853,14.14,,S
855,1,1,Mr. Passenger 854,male,38.3,0,0,TCK100854,40.68,,S
856,1,3,Miss. Passenger 855,female,8.1,0,0,TCK100855,11.26,,S
857,0,3,Mr. Passenger 856,male,18.3,0,1,TCK100856,10.3,,Q
858,0,3,Mr. Passenger 857,male,45.1,0,0,TCK100857,15.42,,S
859,1,2,Mr. Passenger 858,male,,4,0,TCK100858,28.14,,S
860,1,3,Mr. Passenger 859,male,4.1,0,0,TCK100859,18.15,,C
861,0,3,Mr. Passenger 860,male,42.5,1,0,TCK100860,8.62,,C
862,1,3,Miss. Passenger 861,female,21.9,1,0,TCK100861,18.19,,S
863,1,3,Mrs. Passenger 862,female,47.3,0,1,TCK100862,12.77,,S
864,0,3,Mr. Passenger 863,male,27.9,0,2,TCK100863,11.31,,S
865,0,1,Mr. Passenger 864,male,31.7,0,0,TCK100864,60.19,,C
866,1,3,Mr. Passenger 865,male,,0,0,TCK100865,10.09,,S
867,0,3,Mrs. Passenger 866,female,17.3,1,0,TCK100866,22.06,,S
868,1,3,Miss. Passenger 867,female,16.1,0,0,TCK100867,14.6,,C
869,1,1,Mrs. Passenger 868,female,26.4,2,0,TCK100868,89.87,,S
870,0,1,Mr. Passenger 869,male,,0,0,TCK100869,75.19,C133,S
871,0,3,Mr. Passenger 870,male,11.7,0,1,TCK100870,25.72,,S
872,1,1,Mr. Passenger 871,male,7.3,1,3,TCK100871,127.85,,C
873,0,3,Mr. Passenger 872,male,39.7,0,0,TCK100872,9.25,,S
874,0,2,Mr. Passenger 873,male,21.2,1,0,TCK100873,17.81,,S
875,0,3,Mr. Passenger 874,male,23.9,0,0,TCK100874,11.89,,S
876,1,3,Mrs. Passenger 875,female,,3,0,TCK100875,13.76,,C
877,0,2,Mr. Passenger 876,male,20.2,1,0,TCK100876,14.39,,C
878,0,2,Mr. Passenger 877,male,,1,0,TCK100877,23.51,D9,S
879,0,3,Mrs. Passenger 878,female,41.1,0,0,TCK100878,20.55,,S
880,0,3,Mr. Passenger 879,male,,1,1,TCK100879,6.17,,Q
881,1,2,Miss. Passenger 880,female,50.5,0,0,TCK100880,10.97,D49,C
882,1,3,Mr. Passenger 881,male,20.1,1,0,TCK100881,10.49,,S
883,1,3,Miss. Passenger 882,female,20.1,0,0,TCK100882,10.73,,S
884,0,3,Mr. Passenger 883,male,,0,2,TCK100883,23.39,,C
885,1,1,Mr. Passenger 884,male,31.7,0,0,TCK100884,117.66,C13,Q
886,1,2,Mrs. Passenger 885,female,21.8,0,0,TCK100885,27.55,,S
887,0,2,Mr. Passenger 886,male,27.0,0,0,TCK100886,17.89,,S
888,1,1,Mr. Passenger 887,male,46.6,1,0,TCK100887,74.38,,S
889,0,1,Mr. Passenger 888,male,48.1,0,3,TCK100888,35.22,C38,C
890,1,3,Mr. Passenger 889,male,18.4,1,0,TCK100889,17.07,,S
891,1,2,Miss. Passenger 890,female,28.4,0,2,TCK100890,23.93,D126,S
